Player Name,Team,Role,Total Kills,Total Assists,Total Damage Dealt,Total Damage Taken,Total Amount Healed,Total Games,Avg Kills,Avg Assists,Avg Damage Dealt,Avg Damage Taken,Avg Amount Healed
"Nfun","Divided","Unassigned","892","1113","48559125","9578305","9067","9","99.11","123.67","5395458","1064256","1007"
"HaiseHina","Divided","Unassigned","798","1080","43663321","8752144","154500","9","88.67","120.00","4851480","972460","17167"
"Phillip12369","Omen","Unassigned","779","1048","38396748","14435191","73781","11","70.82","95.27","3490613","1312290","6707"
"Guts","Omen","Unassigned","769","900","33463382","14613126","157584","11","69.91","81.82","3042126","1328466","14326"
"hellokitty2008","Divided","Unassigned","729","684","27760055","4260535","76661","8","91.13","85.50","3470007","532567","9583"
"Bravely","Lunarch","Unassigned","702","1281","40858755","12004415","605711","12","58.50","106.75","3404896","1000368","50476"
"FORGIVEN","Divided","Unassigned","699","1437","35366152","13219582","117838","10","69.90","143.70","3536615","1321958","11784"
"FruityFresh","Lunarch","Unassigned","696","1285","61722668","18037441","184041","12","58.00","107.08","5143556","1503120","15337"
"IMurtag","SOVEREIGN","Unassigned","662","880","32297253","5776460","327698","6","110.33","146.67","5382876","962743","54616"
"Yunoha","Divided","Unassigned","648","717","25828021","9705172","17556","10","64.80","71.70","2582802","970517","1756"
"san","JustCrits","Unassigned","634","1187","34444884","4527058","95278","6","105.67","197.83","5740814","754510","15880"
"eatsz","Lunarch","Unassigned","626","862","29553394","9009953","95758","12","52.17","71.83","2462783","750829","7980"
"minh","Lunarch","Unassigned","624","767","28747922","8180866","86005","12","52.00","63.92","2395660","681739","7167"
"Dicey","Nova","Unassigned","613","851","30977344","4042285","101492","6","102.17","141.83","5162891","673714","16915"
"Mystah","Mythros","Unassigned","585","629","26290384","9268781","257191","12","48.75","52.42","2190865","772398","21433"
"st0n3","Omen","Unassigned","583","380","21446289","11338629","243089","9","64.78","42.22","2382921","1259848","27010"
"vii3t","Divided","Unassigned","579","1333","30242050","10521761","276354","10","57.90","133.30","3024205","1052176","27635"
"DunkleLeuchte","Omen","Unassigned","575","890","28281042","9202509","10751","10","57.50","89.00","2828104","920251","1075"
"Haito","JustCrits","Unassigned","574","615","25829309","2888636","26082","5","114.80","123.00","5165862","577727","5216"
"xVandaMx","Lunarch","Unassigned","568","558","25657132","9160676","114993","12","47.33","46.50","2138094","763390","9583"
"Catzze","Royal Legion","Unassigned","554","406","23748929","7594851","101309","8","69.25","50.75","2968616","949356","12664"
"Sky","Mythros","Unassigned","551","905","35784544","16658233","357714","12","45.92","75.42","2982045","1388186","29810"
"Kryptos","JustCrits","Unassigned","528","1214","25983882","4012981","15928","7","75.43","173.43","3711983","573283","2275"
"Caizhi","NIGHTSHIFT","Unassigned","523","890","27949265","9314497","49545","7","74.71","127.14","3992752","1330642","7078"
"AzLiSum","Lunarch","Unassigned","522","1271","38108180","13223215","184029","12","43.50","105.92","3175682","1101935","15336"
"Unravelled","Lunarch","Unassigned","518","992","32021822","9690439","212874","10","51.80","99.20","3202182","969044","21287"
"tweeak","SOVEREIGN","Unassigned","515","754","22331801","10998060","12743","8","64.38","94.25","2791475","1374758","1593"
"gojo","Nova","Unassigned","501","784","30196282","4131356","67322","7","71.57","112.00","4313755","590194","9617"
"LaQica","DYNASTY","Unassigned","498","641","23915593","12799716","99057","11","45.27","58.27","2174145","1163611","9005"
"Hoka","JustCrits","Unassigned","497","562","21347126","2998931","91353","7","71.00","80.29","3049589","428419","13050"
"Markezy","JustCrits","Unassigned","496","549","20451179","4042800","49090","7","70.86","78.43","2921597","577543","7013"
"Lokiii","SOVEREIGN","Unassigned","495","1113","28726737","7979633","28126","8","61.88","139.13","3590842","997454","3516"
"MEOZZ","Omen","Unassigned","494","1157","30882538","15947186","15927","11","44.91","105.18","2807503","1449744","1448"
"Beyb","JustCrits","Unassigned","491","920","31623136","7922216","72401","9","54.56","102.22","3513682","880246","8045"
"WolfFR","SOVEREIGN","Unassigned","489","1073","31348217","7549564","311550","8","61.13","134.13","3918527","943696","38944"
"RawLoki","Mythros","Unassigned","472","410","25496311","8144510","100684","10","47.20","41.00","2549631","814451","10068"
"HughMungu5","SOVEREIGN","Unassigned","471","894","21919978","13426706","49657","8","58.88","111.75","2739997","1678338","6207"
"Tanout","NIGHTSHIFT","Unassigned","469","513","19344988","5732888","57976","7","67.00","73.29","2763570","818984","8282"
"pobble","NIGHTSHIFT","Unassigned","465","943","25786636","11803314","91356","9","51.67","104.78","2865182","1311479","10151"
"Olimp99","Divided","Unassigned","460","738","19570060","6681438","124087","7","65.71","105.43","2795723","954491","17727"
"cry","NIGHTSHIFT","Unassigned","460","933","25830664","6678105","141995","8","57.50","116.63","3228833","834763","17749"
"Oogiemane2","Orca","Unassigned","457","741","21261586","5771816","33166","4","114.25","185.25","5315397","1442954","8292"
"D1ddy","Omen","Unassigned","440","1110","37538948","9768176","0","10","44.00","111.00","3753895","976818","0"
"XXXJohnyJohnson","Divided","Unassigned","432","606","18328695","4491798","95108","8","54.00","75.75","2291087","561475","11889"
"Roulette","JustCrits","Unassigned","431","770","18637384","6646122","167566","7","61.57","110.00","2662483","949446","23938"
"SakurajimaMai","Lunarch","Unassigned","427","1047","33517748","9631378","223068","8","53.38","130.88","4189719","1203922","27884"
"Dafnes","NIGHTSHIFT","Unassigned","425","787","24933898","8227456","82497","8","53.13","98.38","3116737","1028432","10312"
"Scythe","JustCrits","Unassigned","416","998","24156287","3142315","23907","6","69.33","166.33","4026048","523719","3985"
"j3s1V","Lunarch","Unassigned","416","770","16274968","12240067","373968","10","41.60","77.00","1627497","1224007","37397"
"Toxic","Nova","Unassigned","413","506","16283181","4449826","0","7","59.00","72.29","2326169","635689","0"
"FROZENWHITE","INFISM","Unassigned","412","731","26466486","11768224","273534","8","51.50","91.38","3308311","1471028","34192"
"Ullr","Nova","Unassigned","405","464","15031725","5069763","1008","7","57.86","66.29","2147389","724252","144"
"Genkai","NIGHTSHIFT","Unassigned","396","415","17890733","6526601","88113","6","66.00","69.17","2981789","1087767","14686"
"Antares","Mythros","Unassigned","395","632","29114444","9316553","126181","9","43.89","70.22","3234938","1035173","14020"
"Rename02457","JustCrits","Unassigned","394","974","21984192","3752067","13517","6","65.67","162.33","3664032","625345","2253"
"G4mEBoSS","Lunarch","Unassigned","389","640","22408758","9541253","104177","11","35.36","58.18","2037160","867387","9471"
"zHavoc","JustCrits","Unassigned","384","1092","23546772","3010151","138454","7","54.86","156.00","3363825","430022","19779"
"Zexx","SOVEREIGN","Unassigned","379","816","17183487","10364776","196279","8","47.38","102.00","2147936","1295597","24535"
"Pampuchol","Royal Legion","Unassigned","378","434","17142002","6694895","234134","8","47.25","54.25","2142750","836862","29267"
"Slim","Nova","Unassigned","375","432","15381446","3227177","0","5","75.00","86.40","3076289","645435","0"
"KuroTenshi","Omen","Unassigned","371","553","15840420","4771943","63210","6","61.83","92.17","2640070","795324","10535"
"Strom","Nova","Unassigned","369","863","18410705","7592494","54570","7","52.71","123.29","2630101","1084642","7796"
"Doublelift","SOVEREIGN","Unassigned","364","876","18900609","6086937","22445","6","60.67","146.00","3150102","1014490","3741"
"Hightexon","NIGHTSHIFT","Unassigned","352","724","16458099","11724617","54349","8","44.00","90.50","2057262","1465577","6794"
"AkameRainx","AVENGERS","Unassigned","351","331","15170576","5829855","114816","7","50.14","47.29","2167225","832836","16402"
"DrDarkan","Mythros","Unassigned","345","416","13954989","11073147","320645","11","31.36","37.82","1268635","1006650","29150"
"ivvn","Nova","Unassigned","345","559","13477541","6186812","9536","5","69.00","111.80","2695508","1237362","1907"
"Tioma","NIGHTSHIFT","Unassigned","341","615","20106915","2912328","242695","4","85.25","153.75","5026729","728082","60674"
"OmbraTv","V3RTEX","Unassigned","339","701","21590699","12322713","0","10","33.90","70.10","2159070","1232271","0"
"Coubo","JustCrits","Unassigned","337","753","18530757","1919350","0","5","67.40","150.60","3706151","383870","0"
"Funball","SOVEREIGN","Unassigned","337","1012","19966807","8476765","809","8","42.13","126.50","2495851","1059596","101"
"smyku","Royal Legion","Unassigned","336","551","19300017","12356360","257481","8","42.00","68.88","2412502","1544545","32185"
"Stend","SOVEREIGN","Unassigned","336","624","15221793","6827668","76453","8","42.00","78.00","1902724","853459","9557"
"Scarz31","Nova","Unassigned","335","756","22787768","4303596","299733","7","47.86","108.00","3255395","614799","42819"
"Funeral","AVENGERS","Unassigned","334","503","23851240","11797716","656668","7","47.71","71.86","3407320","1685388","93810"
"PowQQ","AVENGERS","Unassigned","330","445","19020280","11750153","56176","7","47.14","63.57","2717183","1678593","8025"
"Pumpvillain","Divided","Unassigned","329","1230","26176504","9974989","423741","11","29.91","111.82","2379682","906817","38522"
"Niitta","Mythros","Unassigned","329","710","23710510","9873066","251025","11","29.91","64.55","2155501","897551","22820"
"adgoez","Nova","Unassigned","329","614","14015984","3723142","42317","5","65.80","122.80","2803197","744628","8463"
"BeachPatrol","Mythros","Unassigned","316","512","21790023","4736926","25273","5","63.20","102.40","4358005","947385","5055"
"CommitJungle","Nova","Unassigned","314","466","13969843","5239871","9972","6","52.33","77.67","2328307","873312","1662"
"Slothful","INFISM","Unassigned","311","524","15579739","8039028","66891","7","44.43","74.86","2225677","1148433","9556"
"S3nty","INFISM","Unassigned","311","452","12832062","11914190","127037","6","51.83","75.33","2138677","1985698","21173"
"AznStyle","Divided","Unassigned","307","791","16548789","11865754","125839","9","34.11","87.89","1838754","1318417","13982"
"Acumen","SOVEREIGN","Unassigned","305","950","17821264","11495325","317152","8","38.13","118.75","2227658","1436916","39644"
"Clywd","INFISM","Unassigned","302","588","15372843","8454117","71852","5","60.40","117.60","3074569","1690823","14370"
"Cruelirony31","Nova","Unassigned","302","776","14975922","6076819","12245","7","43.14","110.86","2139417","868117","1749"
"oswild","Mythros","Unassigned","299","457","15055356","8950796","58399","11","27.18","41.55","1368669","813709","5309"
"lenidax666","SOVEREIGN","Unassigned","299","636","16788962","4551550","48365","4","74.75","159.00","4197241","1137888","12091"
"Farius","AVENGERS","Unassigned","297","491","15445358","8398325","1027333","7","42.43","70.14","2206480","1199761","146762"
"Amphitrite","AVENGERS","Unassigned","296","646","19172963","11425128","604126","7","42.29","92.29","2738995","1632161","86304"
"Selfish","NIGHTSHIFT","Unassigned","292","283","10444130","1125810","30056","3","97.33","94.33","3481377","375270","10019"
"ThisTank","Nova","Unassigned","292","420","17219420","1621052","4524","4","73.00","105.00","4304855","405263","1131"
"BarryWood","Orca","Unassigned","281","538","13588473","5711932","165422","4","70.25","134.50","3397118","1427983","41356"
"Dains","Lunarch","Unassigned","280","760","20537048","10952345","517","10","28.00","76.00","2053705","1095235","52"
"xGohan","Omen","Unassigned","277","567","12398760","9626958","343322","7","39.57","81.00","1771251","1375280","49046"
"Illustrious","Nova","Unassigned","276","805","19065753","4794232","27685","7","39.43","115.00","2723679","684890","3955"
"Smuth","Royal Legion","Unassigned","274","542","17625067","8251689","183950","7","39.14","77.43","2517867","1178813","26279"
"LordThauron","V3RTEX","Unassigned","272","279","11651288","16955413","404742","8","34.00","34.88","1456411","2119427","50593"
"wSAVAGEw","INFISM","Unassigned","267","566","18774887","6828133","358740","6","44.50","94.33","3129148","1138022","59790"
"There","Royal Legion","Unassigned","267","555","21297969","9152212","409396","8","33.38","69.38","2662246","1144027","51175"
"Kramper","AVENGERS","Unassigned","265","344","12125516","9612252","802484","7","37.86","49.14","1732217","1373179","114641"
"krokosiek","Omen","Unassigned","265","860","23974205","5278585","221099","9","29.44","95.56","2663801","586509","24567"
"nekroisdead","JustCrits","Unassigned","263","518","12799752","2935356","26691","5","52.60","103.60","2559950","587071","5338"
"Dreamscapes","Divided","Unassigned","260","619","14537830","3005011","43915","5","52.00","123.80","2907566","601002","8783"
"Siroco","Mythros","Unassigned","260","427","10929330","13449401","1137004","10","26.00","42.70","1092933","1344940","113700"
"Velvetto","Royal Legion","Unassigned","258","460","14495399","7578616","17514","8","32.25","57.50","1811925","947327","2189"
"Nevermore21","Mythros","Unassigned","257","587","15112942","14054661","419674","9","28.56","65.22","1679216","1561629","46630"
"xYeti","Royal Legion","Unassigned","255","335","10624866","7848085","334528","5","51.00","67.00","2124973","1569617","66906"
"Jarelina","Orca","Unassigned","255","661","18528791","2751323","0","4","63.75","165.25","4632198","687831","0"
"souli","Omen","Unassigned","255","586","20576773","4914334","0","5","51.00","117.20","4115355","982867","0"
"Scrimm4ge","NIGHTSHIFT","Unassigned","254","437","13217644","2463218","99368","4","63.50","109.25","3304411","615805","24842"
"Kale2","Nova","Unassigned","253","496","14356741","2645398","26533","5","50.60","99.20","2871348","529080","5307"
"n4w3x","Divided","Unassigned","252","706","13900652","3717319","53442","5","50.40","141.20","2780130","743464","10688"
"Alex6","Mythros","Unassigned","248","480","17083492","11097421","727420","11","22.55","43.64","1553045","1008856","66129"
"ButtNugget","Omen","Unassigned","247","739","20142900","4678781","11378","6","41.17","123.17","3357150","779797","1896"
"CavalloPelato","V3RTEX","Unassigned","246","618","19441006","10829530","71775","10","24.60","61.80","1944101","1082953","7178"
"bobxd","SOVEREIGN","Unassigned","244","328","10153592","3308365","64356","4","61.00","82.00","2538398","827091","16089"
"TemuSpear","Orca","Unassigned","244","467","14700456","1673232","45881","3","81.33","155.67","4900152","557744","15294"
"AMOALLERAMOSS","Omen","Unassigned","244","466","12065636","7014603","3697","5","48.80","93.20","2413127","1402921","739"
"JLBT","Divided","Unassigned","243","502","9481535","7149551","194560","6","40.50","83.67","1580256","1191592","32427"
"Genesis","Orca","Unassigned","242","466","14279844","1752839","33057","3","80.67","155.33","4759948","584280","11019"
"iNotFound","AVENGERS","Unassigned","240","387","16649484","10921855","140746","6","40.00","64.50","2774914","1820309","23458"
"MIST1","Orca","Unassigned","237","341","10034451","5598061","243905","4","59.25","85.25","2508613","1399515","60976"
"Juri","INFISM","Unassigned","233","356","11103576","8191345","212729","5","46.60","71.20","2220715","1638269","42546"
