Player Name,Team,Role,Total Kills,Total Assists,Total Damage Dealt,Total Damage Taken,Total Amount Healed,Total Games,Avg Kills,Avg Assists,Avg Damage Dealt,Avg Damage Taken,Avg Amount Healed
"Jambooz","NIGHTSHIFT","Unassigned","2","758","242705","1573302","4950708","8","0.25","94.75","30338","196663","618839"
"ScHumi","NIGHTSHIFT","Unassigned","2","113","262353","797490","141851","3","0.67","37.67","87451","265830","47284"
"Enqi","NIGHTSHIFT","Unassigned","2","289","261143","2698522","6244987","4","0.50","72.25","65286","674631","1561247"
"Naireu","NIGHTSHIFT","Unassigned","2","153","486927","2069695","140541","4","0.50","38.25","121732","517424","35135"
"belhavior","Royal Legion","Unassigned","2","531","366775","2728757","3853775","6","0.33","88.50","61129","454793","642296"
"Teivor","DYNASTY","Unassigned","2","10","500744","1662400","45857","1","2.00","10.00","500744","1662400","45857"
"Jade","SOVEREIGN","Unassigned","2","39","129377","1356881","2419702","2","1.00","19.50","64689","678441","1209851"
"Rvna","JustCrits","Unassigned","2","211","155739","834042","2669157","3","0.67","70.33","51913","278014","889719"
"Bongoo","JustCrits","Unassigned","2","153","107527","719347","142862","2","1.00","76.50","53764","359674","71431"
"Wolkas","Orca","Unassigned","2","56","152839","750575","64872","1","2.00","56.00","152839","750575","64872"
"BMW","NIGHTSHIFT","Unassigned","2","32","126011","737542","63528","4","0.50","8.00","31503","184386","15882"
"JoSeKaBrOn","Omen","Unassigned","2","403","252939","3056222","6023028","7","0.29","57.57","36134","436603","860433"
"Cats","Divided","Unassigned","2","224","220208","3543762","3860575","5","0.40","44.80","44042","708752","772115"
"IrisveI","JustCrits","Unassigned","2","132","93359","145315","160780","1","2.00","132.00","93359","145315","160780"
"Kronen","Nova","Unassigned","2","190","228390","3072289","188181","4","0.50","47.50","57098","768072","47045"
"Chyps","Omen","Unassigned","2","105","112546","642683","1324147","2","1.00","52.50","56273","321342","662074"
"Floiyde","Mythros","Unassigned","2","85","433973","2589767","181165","2","1.00","42.50","216987","1294884","90583"
"st0ny","INFISM","Unassigned","2","47","660036","2604822","104356","2","1.00","23.50","330018","1302411","52178"
"Frace","Divided","Unassigned","2","17","86914","2647275","166155","2","1.00","8.50","43457","1323638","83078"
"Yuso","Omen","Unassigned","2","283","31856","1132452","4727901","2","1.00","141.50","15928","566226","2363951"
"5Meepo","Omen","Unassigned","2","137","87130","2825293","221360","2","1.00","68.50","43565","1412647","110680"
"masterkrg","FAKER-FAMILY","Unassigned","1","37","225867","3060717","422841","3","0.33","12.33","75289","1020239","140947"
"XENOCOWBOY","FAKER-FAMILY","Unassigned","1","44","215568","3282884","252218","3","0.33","14.67","71856","1094295","84073"
"SpeedGoost","FAKER-FAMILY","Unassigned","1","21","90463","3171616","178074","3","0.33","7.00","30154","1057205","59358"
"Arslonga","Divided","Unassigned","1","808","241589","5377665","22296382","10","0.10","80.80","24159","537767","2229638"
"ruvvv","FAKER-FAMILY","Unassigned","1","52","293869","3062937","856866","3","0.33","17.33","97956","1020979","285622"
"IBRA","FAKER-FAMILY","Unassigned","1","90","208656","6500078","9524766","3","0.33","30.00","69552","2166693","3174922"
"PepiChu","DYNASTY","Unassigned","1","42","129983","2471501","6073948","2","0.50","21.00","64992","1235751","3036974"
"GodlikeBunny","INFISM","Unassigned","1","260","471853","3197279","7900057","5","0.20","52.00","94371","639456","1580011"
"themaximaL","DYNASTY","Unassigned","1","58","214260","3926414","8431391","3","0.33","19.33","71420","1308805","2810464"
"Chikoni","DYNASTY","Unassigned","1","83","138480","1709494","3261816","3","0.33","27.67","46160","569831","1087272"
"Cuorcina","INFISM","Unassigned","1","385","472059","3840442","7264674","7","0.14","55.00","67437","548635","1037811"
"Merdopasha","INFISM","Unassigned","1","231","308244","3560154","4487027","5","0.20","46.20","61649","712031","897405"
"Stuffrocked","INFISM","Unassigned","1","193","133812","1449302","6420515","3","0.33","64.33","44604","483101","2140172"
"OneBakaBoii","DYNASTY","Unassigned","1","56","1192870","5148315","245552","3","0.33","18.67","397623","1716105","81851"
"DrJekly","DYNASTY","Unassigned","1","182","319317","5031814","12713149","5","0.20","36.40","63863","1006363","2542630"
"Casthalia","DYNASTY","Unassigned","1","29","79773","2126175","4265890","2","0.50","14.50","39887","1063088","2132945"
"BruTzzTheDad","JustCrits","Unassigned","1","172","317790","1918756","242588","7","0.14","24.57","45399","274108","34655"
"Bimbek2137","JustCrits","Unassigned","1","435","369447","1268773","644358","5","0.20","87.00","73889","253755","128872"
"Xezz","JustCrits","Unassigned","1","231","196171","216092","1777841","2","0.50","115.50","98086","108046","888921"
"shoLun","V3RTEX","Unassigned","1","436","315890","5169022","8257619","10","0.10","43.60","31589","516902","825762"
"Eruin","V3RTEX","Unassigned","1","443","94431","4843615","7443232","10","0.10","44.30","9443","484362","744323"
"Chaddone","V3RTEX","Unassigned","1","26","74899","5756048","222000","4","0.25","6.50","18725","1439012","55500"
"Nessa17","V3RTEX","Unassigned","1","44","160541","5728255","309704","4","0.25","11.00","40135","1432064","77426"
"LenionK","V3RTEX","Unassigned","1","49","221732","3317886","219267","2","0.50","24.50","110866","1658943","109634"
"Naofumi01","V3RTEX","Unassigned","1","184","201801","8467835","15705274","6","0.17","30.67","33634","1411306","2617546"
"zCima","V3RTEX","Unassigned","1","272","185064","6912803","12487264","6","0.17","45.33","30844","1152134","2081211"
"skifo","V3RTEX","Unassigned","1","57","78944","2929158","4528923","3","0.33","19.00","26315","976386","1509641"
"JadeBee","V3RTEX","Unassigned","1","416","335947","6235117","13159728","9","0.11","46.22","37327","692791","1462192"
"Schec","Lunarch","Unassigned","1","672","334982","8152670","11945996","11","0.09","61.09","30453","741152","1086000"
"Ryn","SORROW","Unassigned","1","188","17673","2841882","6296746","4","0.25","47.00","4418","710471","1574187"
"Theprofiler","SORROW","Unassigned","1","154","497519","5816182","228919","5","0.20","30.80","99504","1163236","45784"
"Wanderers","Lunarch","Unassigned","1","408","238924","6575028","6621918","9","0.11","45.33","26547","730559","735769"
"Quillity","Lunarch","Unassigned","1","476","202392","4733928","6384938","10","0.10","47.60","20239","473393","638494"
"Lumeyka","SORROW","Unassigned","1","225","70529","2649957","5948116","5","0.20","45.00","14106","529991","1189623"
"cutmyveins","SORROW","Unassigned","1","186","204381","3916815","5376331","5","0.20","37.20","40876","783363","1075266"
"Saibaken","Lunarch","Unassigned","1","67","283573","3229725","308809","4","0.25","16.75","70893","807431","77202"
"sentrix","SORROW","Unassigned","1","92","47372","3842345","9355352","5","0.20","18.40","9474","768469","1871070"
"Kamui","Lunarch","Unassigned","1","220","317078","5607337","587018","7","0.14","31.43","45297","801048","83860"
"Tw1st","SORROW","Unassigned","1","108","265975","7827122","17791862","5","0.20","21.60","53195","1565424","3558372"
"Neko","SORROW","Unassigned","1","179","234299","5309811","507155","5","0.20","35.80","46860","1061962","101431"
"Supplar","SORROW","Unassigned","1","278","201715","3839994","6880813","5","0.20","55.60","40343","767999","1376163"
"Hoxic","SORROW","Unassigned","1","236","89547","3217611","4066474","5","0.20","47.20","17909","643522","813295"
"Kingsfreak","Lunarch","Unassigned","1","513","353246","10441376","20611139","11","0.09","46.64","32113","949216","1873740"
"PanTikTak","Mythros","Unassigned","1","62","186595","2499933","228423","3","0.33","20.67","62198","833311","76141"
"Racsone","Mythros","Unassigned","1","480","136998","7564111","8372185","10","0.10","48.00","13700","756411","837219"
"Naya","Royal Legion","Unassigned","1","175","147229","5781785","9982954","7","0.14","25.00","21033","825969","1426136"
"Starsugar","Mythros","Unassigned","1","480","272506","10074154","25334236","12","0.08","40.00","22709","839513","2111186"
"Vego","Royal Legion","Unassigned","1","407","113725","4624078","7291383","8","0.13","50.88","14216","578010","911423"
"Fishuu","Royal Legion","Unassigned","1","414","309469","5843626","7225107","8","0.13","51.75","38684","730453","903138"
"socarcat","Mythros","Unassigned","1","292","13936","1913846","6291753","6","0.17","48.67","2323","318974","1048626"
"Reboxx","Royal Legion","Unassigned","1","139","97259","3785409","7344444","4","0.25","34.75","24315","946352","1836111"
"DeaconRL","Royal Legion","Unassigned","1","153","159130","4262491","4626748","5","0.20","30.60","31826","852498","925350"
"McRice","SOVEREIGN","Unassigned","1","721","66458","3649295","4265526","8","0.13","90.13","8307","456162","533191"
"Ollum","Nova","Unassigned","1","730","305413","1146762","2952668","7","0.14","104.29","43630","163823","421810"
"Icebergo","Nova","Unassigned","1","709","251471","1588010","4901583","7","0.14","101.29","35924","226859","700226"
"Soleria","SOVEREIGN","Unassigned","1","395","248804","2828505","8462591","4","0.25","98.75","62201","707126","2115648"
"NEZA","Nova","Unassigned","1","521","276984","1647596","3296889","7","0.14","74.43","39569","235371","470984"
"kekw","Nova","Unassigned","1","79","223680","1797920","112196","2","0.50","39.50","111840","898960","56098"
"Grun31","Nova","Unassigned","1","53","157966","1520747","72503","2","0.50","26.50","78983","760374","36252"
"Xtaziz","Nova","Unassigned","1","390","241082","1484673","3341861","5","0.20","78.00","48216","296935","668372"
"SillyPot","Nova","Unassigned","1","480","274240","2396261","5086400","7","0.14","68.57","39177","342323","726629"
"ImSteven31","Nova","Unassigned","1","499","404195","1531580","6011038","7","0.14","71.29","57742","218797","858720"
"zT0ru","SOVEREIGN","Unassigned","1","51","200658","3971367","192695","4","0.25","12.75","50165","992842","48174"
"Amirerrrrrr","Nova","Unassigned","1","521","244436","989721","3028676","6","0.17","86.83","40739","164954","504779"
"Luniixi","Nova","Unassigned","1","216","61589","1566805","2163138","3","0.33","72.00","20530","522268","721046"
"Jameek","SOVEREIGN","Unassigned","1","183","189371","3056059","89332","5","0.20","36.60","37874","611212","17866"
"morcaa14","SOVEREIGN","Unassigned","1","50","158938","3604468","191704","5","0.20","10.00","31788","720894","38341"
"Htegar","Nova","Unassigned","1","32","125745","1412265","51711","2","0.50","16.00","62873","706133","25856"
"N00baction","SOVEREIGN","Unassigned","1","244","342885","4482683","211383","8","0.13","30.50","42861","560335","26423"
"JamesBond007","Orca","Unassigned","1","440","264762","1926451","4226206","4","0.25","110.00","66191","481613","1056552"
"Trome","Orca","Unassigned","1","46","235996","2285296","126351","4","0.25","11.50","58999","571324","31588"
"Fouki","Orca","Unassigned","1","352","212639","1105107","4092491","4","0.25","88.00","53160","276277","1023123"
"dvchel","AVENGERS","Unassigned","1","411","238250","5158583","7813700","6","0.17","68.50","39708","859764","1302283"
"Velena","Orca","Unassigned","1","315","66352","1554149","3815949","4","0.25","78.75","16588","388537","953987"
"Civi","AVENGERS","Unassigned","1","93","154474","2440644","6202238","2","0.50","46.50","77237","1220322","3101119"
"IzenTop","AVENGERS","Unassigned","1","69","467577","6291133","179034","7","0.14","9.86","66797","898733","25576"
"Arvette","AVENGERS","Unassigned","1","326","436886","7026922","9248226","7","0.14","46.57","62412","1003846","1321175"
"GabrielleTop","AVENGERS","Unassigned","1","78","271287","8102641","13886333","7","0.14","11.14","38755","1157520","1983762"
"Herold","Orca","Unassigned","1","39","130569","1537542","163400","2","0.50","19.50","65285","768771","81700"
"Caelestias","AVENGERS","Unassigned","1","256","311439","4655421","8958919","7","0.14","36.57","44491","665060","1279846"
"Haylx","AVENGERS","Unassigned","1","554","292985","6203912","14316364","7","0.14","79.14","41855","886273","2045195"
"GiorgioSparco","Divided","Unassigned","1","67","89667","585163","655325","2","0.50","33.50","44834","292582","327663"
"Jomina","Omen","Unassigned","1","257","80370","505224","2014909","2","0.50","128.50","40185","252612","1007455"
"Cubyx","Omen","Unassigned","1","328","355020","2161729","6116861","5","0.20","65.60","71004","432346","1223372"
"bomboshield31","Omen","Unassigned","1","917","160567","2978177","11240255","8","0.13","114.63","20071","372272","1405032"
"GnuZen","Lunarch","Unassigned","1","415","104066","3712672","8082255","6","0.17","69.17","17344","618779","1347043"
"Refelicus","NIGHTSHIFT","Unassigned","1","233","305508","5051707","9708541","7","0.14","33.29","43644","721672","1386934"
"vv","NIGHTSHIFT","Unassigned","1","80","190141","2761893","143950","5","0.20","16.00","38028","552379","28790"
"MrFaya","NIGHTSHIFT","Unassigned","1","89","306427","2902202","171896","4","0.25","22.25","76607","725551","42974"
"Syani","NIGHTSHIFT","Unassigned","1","744","77467","4605458","9400845","8","0.13","93.00","9683","575682","1175106"
"Baaalenciaga","NIGHTSHIFT","Unassigned","1","316","170335","1338991","3463397","4","0.25","79.00","42584","334748","865849"
"RakOn","NIGHTSHIFT","Unassigned","1","108","270496","4555345","120471","6","0.17","18.00","45083","759224","20079"
"Jazzy","Mythros","Unassigned","1","418","44675","6613207","13377429","9","0.11","46.44","4964","734801","1486381"
"ToadLord","Royal Legion","Unassigned","1","240","155700","3787396","4271094","4","0.25","60.00","38925","946849","1067774"
"SouInvictus","AVENGERS","Unassigned","1","109","46003","2883365","3132439","3","0.33","36.33","15334","961122","1044146"
"Galton","Nova","Unassigned","1","144","225373","1016983","41163","3","0.33","48.00","75124","338994","13721"
"Lichy","Nova","Unassigned","1","212","241197","544894","153650","5","0.20","42.40","48239","108979","30730"
"BillyTheKiD","Divided","Unassigned","1","111","72809","1655371","3511768","2","0.50","55.50","36405","827686","1755884"
"Sinnity","Divided","Unassigned","1","158","845568","9406507","591564","7","0.14","22.57","120795","1343787","84509"
"RizuKyun","NIGHTSHIFT","Unassigned","1","202","307116","526011","44417","3","0.33","67.33","102372","175337","14806"
"Chernish","Divided","Unassigned","1","30","37929","1475675","4029660","1","1.00","30.00","37929","1475675","4029660"
"VPISKA","JustCrits","Unassigned","1","325","186531","1299026","594744","4","0.25","81.25","46633","324757","148686"
"AGROPSINA","JustCrits","Unassigned","1","485","5299","1720096","2265767","5","0.20","97.00","1060","344019","453153"
"Jurisan","Mythros","Unassigned","1","60","20041","2548314","3799199","2","0.50","30.00","10021","1274157","1899600"
"Ben","Orca","Unassigned","1","134","35307","616317","1121382","1","1.00","134.00","35307","616317","1121382"
"IceLemonTea","Orca","Unassigned","1","41","25081","652698","5604","1","1.00","41.00","25081","652698","5604"
"Farmona","Royal Legion","Unassigned","1","14","31732","1160671","102805","1","1.00","14.00","31732","1160671","102805"
"Yakamoz","NIGHTSHIFT","Unassigned","1","27","27312","112083","4391","1","1.00","27.00","27312","112083","4391"
"Szejm","Royal Legion","Unassigned","1","27","96908","2543486","4147992","3","0.33","9.00","32303","847829","1382664"
"BuffSNS","SOVEREIGN","Unassigned","1","84","118468","1117269","171051","4","0.25","21.00","29617","279317","42763"
"Galbrena","SOVEREIGN","Unassigned","1","230","133038","893887","2548002","2","0.50","115.00","66519","446944","1274001"
"Empi","SOVEREIGN","Unassigned","1","18","59626","228439","43357","1","1.00","18.00","59626","228439","43357"
"Yoshisamo","Divided","Unassigned","1","119","144039","3056839","5652463","3","0.33","39.67","48013","1018946","1884154"
"LilGrace","Divided","Unassigned","1","346","54595","2845422","2538578","5","0.20","69.20","10919","569084","507716"
"xSHQ","Divided","Unassigned","1","79","173327","1461946","155296","4","0.25","19.75","43332","365487","38824"
"BlindGoblin","Omen","Unassigned","1","68","48007","582328","1604799","1","1.00","68.00","48007","582328","1604799"
"Lifty","INFISM","Unassigned","1","85","105784","1913128","2796161","3","0.33","28.33","35261","637709","932054"
"KaLiii","INFISM","Unassigned","1","81","180925","3154470","5458138","3","0.33","27.00","60308","1051490","1819379"
"Gel0","INFISM","Unassigned","1","28","142701","2267274","197050","3","0.33","9.33","47567","755758","65683"
"Jenzin","JustCrits","Unassigned","1","69","80442","64765","0","1","1.00","69.00","80442","64765","0"
"J4STRZ4B2","Royal Legion","Unassigned","1","76","40918","2861374","5690731","2","0.50","38.00","20459","1430687","2845366"
"Kl1mazz","Royal Legion","Unassigned","1","82","65303","1630754","1400294","2","0.50","41.00","32652","815377","700147"
"Lhiirha","Omen","Unassigned","1","292","343757","3775329","5075610","5","0.20","58.40","68751","755066","1015122"
"Bopox","AVENGERS","Unassigned","1","39","94567","1533860","173912","2","0.50","19.50","47284","766930","86956"
"Igris","Mythros","Unassigned","1","184","91443","1096787","915169","2","0.50","92.00","45722","548394","457585"
"Naire","Lunarch","Unassigned","1","401","26685","1606114","4863423","4","0.25","100.25","6671","401529","1215856"
"Dephria","Lunarch","Unassigned","1","188","279273","1907184","6013794","3","0.33","62.67","93091","635728","2004598"
"Cerr","Nova","Unassigned","1","49","141030","720513","32875","2","0.50","24.50","70515","360257","16438"
"Rellam","JustCrits","Unassigned","1","101","158931","870370","2423805","2","0.50","50.50","79466","435185","1211903"
"Slakey","SOVEREIGN","Unassigned","1","35","19530","1414284","2362282","1","1.00","35.00","19530","1414284","2362282"
"Omentale","FAKER-FAMILY","Unassigned","0","107","95051","4321808","9376883","3","0.00","35.67","31684","1440603","3125628"
"MayOne","Divided","Unassigned","0","523","406604","3807548","4610878","7","0.00","74.71","58086","543935","658697"
"Lorentheel","FAKER-FAMILY","Unassigned","0","110","324","3165688","4211844","3","0.00","36.67","108","1055229","1403948"
"Aribor","FAKER-FAMILY","Unassigned","0","17","36051","1750939","2052788","1","0.00","17.00","36051","1750939","2052788"
"Maffioznik","FAKER-FAMILY","Unassigned","0","71","85380","4296018","4481471","3","0.00","23.67","28460","1432006","1493824"
"Mierexxx","FAKER-FAMILY","Unassigned","0","89","69905","3627903","5054013","3","0.00","29.67","23302","1209301","1684671"
"PunishedVenom","FAKER-FAMILY","Unassigned","0","12","72766","1193834","151717","1","0.00","12.00","72766","1193834","151717"
"Lord09","FAKER-FAMILY","Unassigned","0","167","229767","2404354","7317601","3","0.00","55.67","76589","801451","2439200"
"Leks","FAKER-FAMILY","Unassigned","0","20","451","968569","1681083","1","0.00","20.00","451","968569","1681083"
"VIRUSKA","FAKER-FAMILY","Unassigned","0","137","11433","3306558","6187292","3","0.00","45.67","3811","1102186","2062431"
"Myshi","Divided","Unassigned","0","1095","61004","3924032","5859221","10","0.00","109.50","6100","392403","585922"
"RusHH","FAKER-FAMILY","Unassigned","0","189","70640","5680102","14400736","3","0.00","63.00","23547","1893367","4800245"
"Tongs","FAKER-FAMILY","Unassigned","0","99","237254","4423290","7983189","3","0.00","33.00","79085","1474430","2661063"
"Dontcryloser","FAKER-FAMILY","Unassigned","0","139","169466","2414135","4538587","3","0.00","46.33","56489","804712","1512862"
"LifeGloom","FAKER-FAMILY","Unassigned","0","64","184387","4321477","563152","3","0.00","21.33","61462","1440492","187717"
"Senketssu","Divided","Unassigned","0","268","105192","1699513","3489155","4","0.00","67.00","26298","424878","872289"
"Avauro","FAKER-FAMILY","Unassigned","0","35","7610","1567977","1337234","1","0.00","35.00","7610","1567977","1337234"
"ZeoN4ek","FAKER-FAMILY","Unassigned","0","130","155625","3996210","6876097","3","0.00","43.33","51875","1332070","2292032"
"Kacperon99","DYNASTY","Unassigned","0","63","3585","2952299","4277993","3","0.00","21.00","1195","984100","1425998"
"Manoss","DYNASTY","Unassigned","0","64","46417","1933124","6442930","3","0.00","21.33","15472","644375","2147643"
"PlebLmao","INFISM","Unassigned","0","401","41922","1564028","3799981","4","0.00","100.25","10481","391007","949995"
"Hathorwin","DYNASTY","Unassigned","0","127","106053","1510224","3787546","2","0.00","63.50","53027","755112","1893773"
"Blodreina","INFISM","Unassigned","0","389","164778","4257716","10173110","7","0.00","55.57","23540","608245","1453301"
"Shakkaka","INFISM","Unassigned","0","741","119919","4932522","10539292","9","0.00","82.33","13324","548058","1171032"
"AkinaNarumi","DYNASTY","Unassigned","0","90","71118","1119500","3222818","2","0.00","45.00","35559","559750","1611409"
"Miatah","DYNASTY","Unassigned","0","117","32776","2793149","7601015","3","0.00","39.00","10925","931050","2533672"
"Koaru","DYNASTY","Unassigned","0","99","2256","1463741","2643646","2","0.00","49.50","1128","731871","1321823"
"SneapSheep","DYNASTY","Unassigned","0","74","121126","2518310","4049246","3","0.00","24.67","40375","839437","1349749"
"LastOrchidee","DYNASTY","Unassigned","0","79","105188","4639078","8641885","3","0.00","26.33","35063","1546359","2880628"
"KeleMina","DYNASTY","Unassigned","0","176","91079","2312531","4734091","3","0.00","58.67","30360","770844","1578030"
"xRajku","DYNASTY","Unassigned","0","78","23200","2217989","3948964","3","0.00","26.00","7733","739330","1316321"
"SoggeMaroggo","DYNASTY","Unassigned","0","33","356217","3340274","110423","3","0.00","11.00","118739","1113425","36808"
"Nixuar","INFISM","Unassigned","0","41","122298","1639786","51712","4","0.00","10.25","30575","409947","12928"
"Maledrah","DYNASTY","Unassigned","0","68","93352","2596729","5583559","3","0.00","22.67","31117","865576","1861186"
"Jlyn","DYNASTY","Unassigned","0","36","66413","798667","2129400","1","0.00","36.00","66413","798667","2129400"
"DrPinuts","INFISM","Unassigned","0","541","199654","3560018","9962648","7","0.00","77.29","28522","508574","1423235"
"Melisa","DYNASTY","Unassigned","0","111","89952","2706264","6710566","3","0.00","37.00","29984","902088","2236855"
"PoTTik","DYNASTY","Unassigned","0","275","119230","3662002","5553340","5","0.00","55.00","23846","732400","1110668"
"BaronParty","INFISM","Unassigned","0","662","338092","5686454","14443448","7","0.00","94.57","48299","812351","2063350"
"Cikolata","INFISM","Unassigned","0","101","123297","1265303","2525547","2","0.00","50.50","61649","632652","1262774"
"Njeht","DYNASTY","Unassigned","0","24","313461","2628276","248734","2","0.00","12.00","156731","1314138","124367"
"Nira","JustCrits","Unassigned","0","643","141594","2872017","2840434","8","0.00","80.38","17699","359002","355054"
"Fox7rot","V3RTEX","Unassigned","0","111","156237","4052452","11282575","4","0.00","27.75","39059","1013113","2820644"
"Kiraa","V3RTEX","Unassigned","0","81","63520","4135591","6266567","4","0.00","20.25","15880","1033898","1566642"
"YusufMEYDANOGLU","V3RTEX","Unassigned","0","89","3441","4233354","6603691","4","0.00","22.25","860","1058339","1650923"
"CapThor","V3RTEX","Unassigned","0","125","235337","4924986","367523","4","0.00","31.25","58834","1231247","91881"
"JinLemon","V3RTEX","Unassigned","0","15","111266","1558690","62063","2","0.00","7.50","55633","779345","31032"
"LordLelouche","V3RTEX","Unassigned","0","29","0","2431572","2749525","2","0.00","14.50","0","1215786","1374763"
"IMN3WSORRY","V3RTEX","Unassigned","0","45","42684","3227969","4293940","4","0.00","11.25","10671","806992","1073485"
"Mormegilx","V3RTEX","Unassigned","0","119","7913","4352331","5040592","4","0.00","29.75","1978","1088083","1260148"
"xMrVoid","V3RTEX","Unassigned","0","36","144657","5685818","270516","4","0.00","9.00","36164","1421455","67629"
"Ildico","V3RTEX","Unassigned","0","17","83114","5311879","7022766","4","0.00","4.25","20779","1327970","1755692"
"PickyPicky","V3RTEX","Unassigned","0","48","54291","3166701","4192497","4","0.00","12.00","13573","791675","1048124"
"Yhuno","V3RTEX","Unassigned","0","99","45667","4077469","5851192","4","0.00","24.75","11417","1019367","1462798"
"Robb97","V3RTEX","Unassigned","0","80","134709","4901536","11278493","4","0.00","20.00","33677","1225384","2819623"
"Sbanfer","V3RTEX","Unassigned","0","34","29347","4891734","6580794","4","0.00","8.50","7337","1222934","1645199"
"Haspie","V3RTEX","Unassigned","0","189","82311","3439711","2946787","4","0.00","47.25","20578","859928","736697"
"LIVER","V3RTEX","Unassigned","0","21","37911","3914481","112646","3","0.00","7.00","12637","1304827","37549"
"ivnyE","V3RTEX","Unassigned","0","77","49681","5132431","7692622","4","0.00","19.25","12420","1283108","1923156"
"SirInfern0","V3RTEX","Unassigned","0","58","99239","5535220","9480378","4","0.00","14.50","24810","1383805","2370095"
"Kmcpascall","SORROW","Unassigned","0","207","241088","4738887","14222079","5","0.00","41.40","48218","947777","2844416"
"Jet2Holiday","SORROW","Unassigned","0","82","720715","5911707","259039","5","0.00","16.40","144143","1182341","51808"
"uminaire","Lunarch","Unassigned","0","822","84021","3448971","9740463","7","0.00","117.43","12003","492710","1391495"
"JustToxin","SORROW","Unassigned","0","194","57736","5812585","13877094","5","0.00","38.80","11547","1162517","2775419"
"Gugool","SORROW","Unassigned","0","109","17301","4690186","5337069","5","0.00","21.80","3460","938037","1067414"
"JustFure","SORROW","Unassigned","0","169","96590","2194967","4881418","3","0.00","56.33","32197","731656","1627139"
"Rabi","SORROW","Unassigned","0","145","16440","6040736","7405224","5","0.00","29.00","3288","1208147","1481045"
"BeCool","SORROW","Unassigned","0","241","16875","3407625","6049702","5","0.00","48.20","3375","681525","1209940"
"zumzum00","SORROW","Unassigned","0","212","206298","5299515","6301190","5","0.00","42.40","41260","1059903","1260238"
"Latencya","SORROW","Unassigned","0","235","185850","5105417","8742682","5","0.00","47.00","37170","1021083","1748536"
"PalmuNainen","Lunarch","Unassigned","0","676","230054","5143423","5702372","9","0.00","75.11","25562","571491","633597"
"Shnattchen","SORROW","Unassigned","0","191","116477","2446519","2767457","4","0.00","47.75","29119","611630","691864"
"Kvathe","Lunarch","Unassigned","0","479","67759","5220624","18723550","9","0.00","53.22","7529","580069","2080394"
"Ns","Lunarch","Unassigned","0","247","20217","2791892","4872520","3","0.00","82.33","6739","930631","1624173"
"Ikuya","SORROW","Unassigned","0","101","6629","2455153","4455307","3","0.00","33.67","2210","818384","1485102"
"Perpetous","Mythros","Unassigned","0","393","33177","5466168","7619706","8","0.00","49.13","4147","683271","952463"
"Sheze","Royal Legion","Unassigned","0","268","25262","2484345","4893892","5","0.00","53.60","5052","496869","978778"
"Wariathka","Royal Legion","Unassigned","0","116","5533","4286146","5367521","6","0.00","19.33","922","714358","894587"
"Babaledza","Mythros","Unassigned","0","196","6246","1278243","4100539","3","0.00","65.33","2082","426081","1366846"
"xzg0","Royal Legion","Unassigned","0","279","15780","6229839","9853197","7","0.00","39.86","2254","889977","1407600"
"daytek1022","Mythros","Unassigned","0","501","470985","10966145","21299208","12","0.00","41.75","39249","913845","1774934"
"Triggered","Mythros","Unassigned","0","284","134773","2625938","2152532","5","0.00","56.80","26955","525188","430506"
"ZEROXMASTER","Mythros","Unassigned","0","569","69385","6532604","12930833","12","0.00","47.42","5782","544384","1077569"
"Protas","Royal Legion","Unassigned","0","64","47724","481448","667010","1","0.00","64.00","47724","481448","667010"
"Kylok","Royal Legion","Unassigned","0","111","36980","4628735","6063637","6","0.00","18.50","6163","771456","1010606"
"Toffek","Royal Legion","Unassigned","0","59","328224","5175820","199278","4","0.00","14.75","82056","1293955","49820"
"Crim3n","Mythros","Unassigned","0","379","45940","3353164","6676614","7","0.00","54.14","6563","479023","953802"
"Freya007","Mythros","Unassigned","0","18","22637","243514","17471","1","0.00","18.00","22637","243514","17471"
"Kittzie","SOVEREIGN","Unassigned","0","363","231","2873428","4360982","6","0.00","60.50","39","478905","726830"
"HADES","Nova","Unassigned","0","6","45803","588423","1074225","1","0.00","6.00","45803","588423","1074225"
"Jetplane","Nova","Unassigned","0","15","73459","604920","52345","1","0.00","15.00","73459","604920","52345"
"Vuzny","SOVEREIGN","Unassigned","0","436","72077","2321710","5112363","7","0.00","62.29","10297","331673","730338"
"Zenny","SOVEREIGN","Unassigned","0","12","12598","1023741","1237689","1","0.00","12.00","12598","1023741","1237689"
"Mikez","Nova","Unassigned","0","11","44786","556843","1084329","1","0.00","11.00","44786","556843","1084329"
"Shooty","Nova","Unassigned","0","14","25368","335867","37861","1","0.00","14.00","25368","335867","37861"
"Bawb","SOVEREIGN","Unassigned","0","9","69486","1155644","2137661","1","0.00","9.00","69486","1155644","2137661"
"SirCei","SOVEREIGN","Unassigned","0","759","106914","2875193","5862591","8","0.00","94.88","13364","359399","732824"
"Nori","SOVEREIGN","Unassigned","0","5","35601","825539","1504336","1","0.00","5.00","35601","825539","1504336"
"Lanaya","AVENGERS","Unassigned","0","532","19624","4056680","9700656","7","0.00","76.00","2803","579526","1385808"
"Daewenys","Orca","Unassigned","0","374","5885","2085692","3608538","4","0.00","93.50","1471","521423","902135"
"m0tionemotion","AVENGERS","Unassigned","0","70","174528","3442911","421832","3","0.00","23.33","58176","1147637","140611"
"Starcor","AVENGERS","Unassigned","0","134","14567","4135316","8331735","5","0.00","26.80","2913","827063","1666347"
